"frame"	"timestamp"	"original_position"	"position"	"delta_x"	"delta_z"	"left_rotation"	"left_x"	"left_y"	"left_z"	"right_rotation"	"right_x"	"right_y"	"right_z"	"base_opacity"	"left_opacity"	"right_opacity"	"auto_tick"	"auto_duration"	"auto_spacing"	"framerate"	"A_button"	"B_button"	"right_trigger"
3432	95	(-1.6, 1.0, 0.0)	(12.9, 1.0, 0.0)	14.53539	0.004479058	(0.0, 0.9, 0.1, 0.4)	-10.5838	131.6335	4.763642	(0.0, 0.9, 0.1, 0.4)	349.4162	131.6335	4.763642	1	8.37554E-14	8.37554E-14	False	0	0	48.6828	False	True	0
3486	96	(-1.6, 1.0, 0.0)	(14.1, 1.0, -0.1)	15.69788	0.06066544	(0.0, 0.4, 0.0, 0.9)	0	47.92498	0	(0.0, 0.4, 0.0, 0.9)	0	47.92498	0	1	2.832099E-16	2.832099E-16	False	0	0	45.98402	False	True	0
3527	97	(-1.6, 1.0, 0.0)	(14.6, 1.0, -0.4)	16.19534	0.3709069	(-0.1, -0.2, 0.0, 1.0)	-10.98056	-22.83365	2.223962	(-0.1, -0.2, 0.0, 1.0)	349.0194	337.1664	2.223962	1	3.767483E-18	3.767483E-18	False	0	0	39.34993	False	True	0
3569	98	(-1.6, 1.0, 0.0)	(14.7, 1.0, -0.5)	16.33976	0.4609707	(-0.1, 0.1, 0.0, 1.0)	-11.30771	11.53462	-1.145721	(-0.1, 0.1, 0.0, 1.0)	348.6923	11.53462	358.8543	1	4.510624E-20	4.510624E-20	False	0	0	44.6348	False	True	0
3623	99	(-1.6, 1.0, 0.0)	(14.8, 1.0, -0.5)	16.4183	0.4760559	(0.2, 0.4, -0.1, 0.9)	25.5547	47.64254	-1.245361	(0.2, 0.4, -0.1, 0.9)	25.5547	47.64254	358.7546	1	1	1	False	0	0	54.43008	False	False	0
3686	100	(-1.6, 1.0, 0.0)	(15.7, 1.0, -0.2)	17.355	0.125034	(0.2, 0.5, -0.1, 0.8)	26.53911	64.65382	2.726312	(0.2, 0.5, -0.1, 0.8)	26.53911	64.65382	2.726312	1	1	1	False	0	0	60.0411	False	False	0
3746	101	(-1.6, 1.0, 0.0)	(15.9, 1.0, -0.1)	17.49021	0.07436451	(0.0, 0.1, 0.0, 1.0)	0	11.42119	0	(0.0, 0.1, 0.0, 1.0)	0	11.42119	0	1	1	1	False	0	0	59.29414	False	False	0
3798	102	(-1.6, 1.0, 0.0)	(15.9, 1.0, -0.1)	17.5108	0.06664732	(-0.1, 0.0, 0.0, 1.0)	-11.42117	0	0	(-0.1, 0.0, 0.0, 1.0)	348.5788	0	0	1	1	1	False	0	0	51.28886	False	False	0
3847	103	(-1.6, 1.0, 0.0)	(15.9, 1.0, -0.1)	17.51492	0.06510304	(0.1, -0.1, 0.0, 1.0)	11.30773	-11.53461	-1.145721	(0.1, -0.1, 0.0, 1.0)	11.30773	348.4654	358.8543	1	0.6600496	0.6600496	False	0	0	49.52794	False	False	0
3902	104	(-1.6, 1.0, 0.0)	(16.5, 1.0, 0.3)	18.12008	0.3668222	(0.1, -0.1, 0.0, 1.0)	11.30773	-11.53461	-1.145721	(0.1, -0.1, 0.0, 1.0)	11.30773	348.4654	358.8543	1	0.729	0.729	False	0	0	54.61132	False	True	0
3958	105	(-1.6, 1.0, 0.0)	(17.0, 1.0, 1.2)	18.64015	1.214192	(0.1, -0.1, 0.0, 1.0)	11.30773	-11.53461	-1.145721	(0.1, -0.1, 0.0, 1.0)	11.30773	348.4654	358.8543	1	0.001996678	0.001996678	False	0	0	56.43684	False	True	0
4008	106	(-1.6, 1.0, 0.0)	(16.7, 1.0, 0.6)	18.3614	0.655304	(0.1, -0.2, 0.0, 1.0)	10.98058	-22.83365	-2.223938	(0.1, -0.2, 0.0, 1.0)	10.98058	337.1664	357.7761	1	1.029043E-05	1.029043E-05	False	0	0	45.48424	False	True	0
4056	107	(-1.6, 1.0, 0.0)	(16.7, 1.0, 0.5)	18.29151	0.5161255	(0.2, -0.1, 0.0, 1.0)	22.39269	-11.88864	-2.361359	(0.2, -0.1, 0.0, 1.0)	22.39269	348.1114	357.6386	1	0.7458135	0.7458135	False	0	0	50.97004	False	False	0
4114	108	(-1.6, 1.0, 0.0)	(15.1, 1.0, 1.9)	16.761	1.889995	(0.0, -0.1, 0.0, 1.0)	0	-11.42117	0	(0.0, -0.1, 0.0, 1.0)	0	348.5788	0	1	1	1	False	0	0	62.86736	False	False	0
4165	109	(-1.6, 1.0, 0.0)	(14.9, 1.0, 2.1)	16.47276	2.15006	(-0.3, 0.0, 0.0, 1.0)	-33.39847	0	0	(-0.3, 0.0, 0.0, 1.0)	326.6015	0	0	1	0.03433684	0.03433684	False	0	0	49.5128	False	True	0
4216	110	(-1.6, 1.0, 0.0)	(14.8, 1.0, 2.2)	16.41179	2.20507	(-0.2, 0.0, 0.0, 1.0)	-22.61984	0	0	(-0.2, 0.0, 0.0, 1.0)	337.3802	0	0	1	0.0001592679	0.0001592679	False	0	0	52.7555	False	True	0
4277	111	(-1.6, 1.0, 0.0)	(14.8, 1.0, 2.6)	16.39798	2.67294	(0.2, 0.0, 0.0, 1.0)	22.61987	0	0	(0.2, 0.0, 0.0, 1.0)	22.61987	0	0	1	2.575853E-07	2.575853E-07	False	0	0	60.92422	False	True	0
4338	112	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.6)	16.39583	3.59822	(0.2, 0.4, -0.1, 0.9)	25.5547	47.64254	-1.245361	(0.2, 0.4, -0.1, 0.9)	25.5547	47.64254	358.7546	1	4.16595E-10	4.16595E-10	False	0	0	59.97764	False	True	0
4399	113	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.8)	16.39549	3.780895	(-0.2, 0.4, 0.1, 0.9)	-25.55469	47.64254	1.245364	(-0.2, 0.4, 0.1, 0.9)	334.4453	47.64254	1.245364	1	6.73763E-13	6.73763E-13	False	0	0	60.25725	False	True	0
4456	114	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.8)	16.39544	3.808707	(-0.3, 0.1, 0.0, 0.9)	-36.39911	14.22597	-4.698669	(-0.3, 0.1, 0.0, 0.9)	323.6009	14.22597	355.3013	1	1.660849E-15	1.660849E-15	False	0	0	58.31314	False	True	0
4506	115	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.8)	16.39544	3.813357	(-0.3, -0.3, -0.1, 0.9)	-36.8699	-36.8699	1.067217E-06	(-0.3, -0.3, -0.1, 0.9)	323.1301	323.1301	1.067217E-06	1	8.55964E-18	8.55964E-18	False	0	0	44.11911	False	True	0
4541	116	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.8)	16.39544	3.814208	(-0.1, -0.6, 0.0, 0.8)	-9.11496	-74.29135	6.911227	(-0.1, -0.6, 0.0, 0.8)	350.885	285.7086	6.911227	1	2.14261E-19	2.14261E-19	False	0	0	34.75155	False	True	0
4582	117	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.8)	16.39544	3.814527	(0.1, -0.3, 0.1, 0.9)	15.12167	-35.83765	7.765166	(0.1, -0.3, 0.1, 0.9)	15.12167	324.1624	7.765166	1	2.85027E-21	2.85027E-21	False	0	0	47.72053	False	True	0
4643	118	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.8)	16.39544	3.814635	(0.1, 0.0, 0.0, 1.0)	11.42119	0	0	(0.1, 0.0, 0.0, 1.0)	11.42119	0	0	1	4.609769E-24	4.609769E-24	False	0	0	62.48096	False	True	0
4698	119	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.8)	16.39544	3.814651	(-0.1, -0.3, 0.0, 0.9)	-11.40845	-37.25528	3.856801	(-0.1, -0.3, 0.0, 0.9)	348.5916	322.7447	3.856801	1	1	1	False	0	0	45.83665	False	False	0
4731	120	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.8)	16.39544	3.814651	(-0.1, -0.8, -0.1, 0.5)	-16.60153	-116.565	3.945186	(-0.1, -0.8, -0.1, 0.5)	343.3985	243.435	3.945186	1	1	1	False	0	0	31.86656	False	False	0
4760	121	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.8)	16.39544	3.814651	(-0.1, -1.0, -0.2, 0.1)	-23.3425	-170.5377	9.462324	(-0.1, -1.0, -0.2, 0.1)	336.6575	189.4623	9.462324	1	1	1	False	0	0	30.41909	False	False	0
4790	122	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.8)	16.39544	3.814651	(0.0, -1.0, -0.1, 0.1)	-11.30771	-168.4654	-1.145721	(0.0, -1.0, -0.1, 0.1)	348.6923	191.5346	358.8543	1	1	1	False	0	0	30.18474	False	False	0
4817	123	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.8)	16.39544	3.814651	(0.1, -0.9, 0.1, 0.5)	15.02612	-122.4712	-4.398682	(0.1, -0.9, 0.1, 0.5)	15.02612	237.5288	355.6013	1	1	1	False	0	0	28.43351	False	False	0
4846	124	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.3)	16.39544	3.342716	(0.1, -0.8, 0.2, 0.5)	26.53911	-115.3462	2.726312	(0.1, -0.8, 0.2, 0.5)	26.53911	244.6538	2.726312	1	1	1	False	0	0	30.89815	False	False	0
4876	125	(-1.6, 1.0, 0.0)	(14.8, 1.0, 3.0)	16.39544	3.005756	(0.0, -0.8, 0.0, 0.5)	0	-115.9892	0	(0.0, -0.8, 0.0, 0.5)	0	244.0108	0	1	1	1	False	0	0	30.84976	False	False	0
4905	126	(-1.6, 1.0, 0.0)	(14.8, 1.0, 2.8)	16.39544	2.87343	(-0.1, -0.8, -0.1, 0.6)	-15.9328	-106.5873	2.337305	(-0.1, -0.8, -0.1, 0.6)	344.0672	253.4127	2.337305	1	0.3486784	0.3486784	False	0	0	29.92555	False	True	0
4936	127	(-1.6, 1.0, 0.0)	(14.8, 1.0, 2.3)	16.39544	2.297083	(0.0, -0.8, 0.0, 0.7)	0	-97.62811	0	(0.0, -0.8, 0.0, 0.7)	0	262.3719	0	1	0.01330279	0.01330279	False	0	0	31.87713	False	True	0
4969	128	(-1.6, 1.0, 0.0)	(13.8, 1.0, 1.1)	15.42799	1.091812	(0.0, -0.8, 0.1, 0.7)	8.068151	-97.125	7.125017	(0.0, -0.8, 0.1, 0.7)	8.068151	262.875	7.125017	1	0.0004110982	0.0004110982	False	0	0	32.95812	False	True	0
5005	129	(-1.6, 1.0, 0.0)	(13.1, 1.0, 0.3)	14.70876	0.3359898	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	9.261384E-06	9.261384E-06	False	0	0	36.97462	False	True	0
5040	130	(-1.6, 1.0, 0.0)	(12.3, 1.0, -0.4)	13.88286	0.3335457	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	2.318268E-07	2.318268E-07	False	0	0	36.12279	False	True	0
5078	131	(-1.6, 1.0, 0.0)	(11.8, 1.0, -0.8)	13.37424	0.7255177	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	4.230375E-09	4.230375E-09	False	0	0	39.55873	False	True	0
5117	132	(-1.6, 1.0, 0.0)	(11.6, 1.0, -0.9)	13.21219	0.8504033	(0.1, -0.7, 0.1, 0.7)	16.26021	-90	0	(0.1, -0.7, 0.1, 0.7)	16.26021	270	0	1	0.1688846	0.1688846	False	0	0	38.89141	False	False	0
5154	133	(-1.6, 1.0, 0.0)	(11.5, 1.0, -0.9)	13.16414	0.887427	(0.0, -0.8, 0.1, 0.5)	10.24035	-115.4077	6.483074	(0.0, -0.8, 0.1, 0.5)	10.24035	244.5923	6.483074	1	1	1	False	0	0	34.96329	False	False	0
5188	134	(-1.6, 1.0, 0.0)	(11.5, 1.0, -0.9)	13.14929	0.8988728	(0.0, -0.8, 0.1, 0.5)	10.24035	-115.4077	6.483074	(0.0, -0.8, 0.1, 0.5)	10.24035	244.5923	6.483074	1	1	1	False	0	0	33.21867	False	False	0
5219	135	(-1.6, 1.0, 0.0)	(11.5, 1.0, -1.1)	13.1443	1.110559	(0.0, -0.8, 0.0, 0.6)	0	-106.2602	0	(0.0, -0.8, 0.0, 0.6)	0	253.7398	0	1	1	1	False	0	0	31.94831	False	False	0
5252	136	(-1.6, 1.0, 0.0)	(11.5, 1.0, -1.3)	13.14228	1.321943	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	30.82116	False	False	0
5276	137	(-1.6, 1.0, 0.0)	(11.5, 1.0, -1.4)	13.14168	1.385222	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	25.33867	False	False	0
5301	138	(-1.6, 1.0, 0.0)	(11.5, 1.0, -1.8)	13.14138	1.753043	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	25.2973	False	False	0
5326	139	(-1.6, 1.0, 0.0)	(11.5, 1.0, -1.7)	13.14124	1.6727	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	0.2824295	0.2824295	False	0	0	24.92239	False	True	0
5350	140	(-1.6, 1.0, 0.0)	(11.5, 1.0, -1.3)	13.14118	1.274674	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	0.6738499	0.6738499	False	0	0	23.72198	False	False	0
5375	141	(-1.6, 1.0, 0.0)	(11.5, 1.0, -1.1)	13.14115	1.07772	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	0.1433576	0.1433576	False	0	0	24.49156	False	True	0
5399	142	(-1.6, 1.0, 0.0)	(11.5, 1.0, -0.9)	13.14113	0.8411067	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	0.01143512	0.01143512	False	0	0	24.58735	False	True	0
5424	143	(-1.6, 1.0, 0.0)	(10.9, 1.0, -0.5)	12.53654	0.5042334	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	0.0008209253	0.0008209253	False	0	0	24.72816	False	True	0
5450	144	(-1.6, 1.0, 0.0)	(9.9, 1.0, -0.3)	11.48789	0.2519794	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	0.7712851	0.7712851	False	0	0	25.35316	False	False	0
5476	145	(-1.6, 1.0, 0.0)	(9.4, 1.0, -0.2)	11.01289	0.137717	(0.0, -0.8, 0.1, 0.7)	8.068151	-97.125	7.125017	(0.0, -0.8, 0.1, 0.7)	8.068151	262.875	7.125017	1	1	1	False	0	0	26.70953	False	False	0
5501	146	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.80324	0.08728562	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	1	1	False	0	0	26.61868	False	False	0
5527	147	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.70276	0.06311647	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	25.97765	False	False	0
5553	148	(-1.6, 1.0, 0.0)	(8.8, 1.0, -0.1)	10.45448	0.04803038	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	26.20963	False	False	0
5580	149	(-1.6, 1.0, 0.0)	(8.1, 1.0, -0.1)	9.752215	0.03318585	(-0.1, -0.7, -0.1, 0.7)	-16.26019	-90	0	(-0.1, -0.7, -0.1, 0.7)	343.7398	270	0	1	1	1	False	0	0	26.21424	False	False	0
5609	150	(-1.6, 1.0, 0.0)	(7.2, 1.0, -0.1)	8.768872	0.0263614	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	33.96701	False	False	0
5655	151	(-1.6, 1.0, 0.0)	(6.2, 1.0, 0.0)	7.775968	0.02273647	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	1	1	False	0	0	48.21753	False	False	0
5704	152	(-1.6, 1.0, 0.0)	(5.6, 1.0, 0.0)	7.241467	0.02181808	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	0.6561	0.6561	False	0	0	48.73185	False	True	0
5748	153	(-1.6, 1.0, 0.0)	(4.8, 1.0, 0.0)	6.372632	0.02162148	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	0.006362685	0.006362685	False	0	0	43.86539	False	True	0
5794	154	(-1.6, 1.0, 0.0)	(3.7, 1.0, 0.0)	5.349284	0.02156893	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	4.997994E-05	4.997994E-05	False	0	0	43.93749	False	True	0
5840	155	(-1.6, 1.0, 0.0)	(2.7, 1.0, 0.0)	4.276471	0.02155599	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	3.926007E-07	3.926007E-07	False	0	0	48.42898	False	True	0
5888	156	(-1.6, 1.0, 0.0)	(1.6, 1.0, 0.0)	3.19555	0.0163853	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	2.497994E-09	2.497994E-09	False	0	0	50.37025	False	True	0
5942	157	(-1.6, 1.0, 0.0)	(0.7, 1.0, 0.0)	2.334244	0.003163233	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	8.446697E-12	8.446697E-12	False	0	0	50.49046	False	True	0
5988	158	(-1.6, 1.0, 0.0)	(0.6, 1.0, 0.0)	2.178944	0.0007791892	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	6.635022E-14	6.635022E-14	False	0	0	44.10024	False	True	0
6035	159	(-1.6, 1.0, 0.0)	(0.5, 1.0, 0.0)	2.140315	0.0001861975	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	45.6359	False	False	0
6080	160	(-1.6, 1.0, 0.0)	(0.5, 1.0, 0.0)	2.131268	4.73056E-05	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	43.71992	False	False	0
6127	161	(-1.6, 1.0, 0.0)	(0.5, 1.0, 0.0)	2.128924	1.132675E-05	(0.0, -0.7, 0.1, 0.7)	8.129684	-89.41534	8.21278	(0.0, -0.7, 0.1, 0.7)	8.129684	270.5847	8.21278	1	1	1	False	0	0	49.21217	False	False	0
6175	162	(-1.6, 1.0, 0.0)	(0.5, 1.0, 0.0)	2.128359	2.648681E-06	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	1	1	False	0	0	44.93955	False	False	0
6221	163	(-1.6, 1.0, 0.0)	(0.4, 1.0, 0.0)	1.979048	6.761402E-07	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	1	1	False	0	0	46.82721	False	False	0
6266	164	(-1.6, 1.0, 0.0)	(-0.4, 1.0, 0.0)	1.181314	1.955777E-07	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	42.74947	False	False	0
6314	165	(-1.6, 1.0, 0.0)	(-1.4, 1.0, 0.0)	0.165033	6.705523E-08	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	48.93638	False	False	0
6364	166	(-1.6, 1.0, 0.0)	(-2.5, 1.0, 0.0)	0.8712598	5.960464E-08	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	0.4782969	0.4782969	False	0	0	48.95996	False	True	0
6415	167	(-1.6, 1.0, 0.0)	(-3.5, 1.0, 0.0)	1.885573	5.960464E-08	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	0.7734506	0.7734506	False	0	0	47.61706	False	False	0
6478	168	(-1.6, 1.0, 0.0)	(-4.6, 1.0, 0.0)	3.000026	5.960464E-08	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	1	1	False	0	0	55.0057	False	False	0
6539	169	(-1.6, 1.0, 0.0)	(-5.2, 1.0, 0.0)	3.583032	5.960464E-08	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	1	1	False	0	0	60.70139	False	False	0
6599	170	(-1.6, 1.0, 0.0)	(-5.3, 1.0, 0.0)	3.673451	5.960464E-08	(0.0, -0.7, 0.0, 0.7)	0	-90	0	(0.0, -0.7, 0.0, 0.7)	0	270	0	1	1	1	False	0	0	57.84974	False	False	0
6660	171	(-1.6, 1.0, 0.0)	(-5.8, 1.0, 0.0)	4.142825	5.960464E-08	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	60.31264	False	False	0
6720	172	(-1.6, 1.0, 0.0)	(-6.3, 1.0, 0.0)	4.667773	5.960464E-08	(-0.1, -0.7, 0.0, 0.7)	-8.129669	-90.58459	8.21278	(-0.1, -0.7, 0.0, 0.7)	351.8703	269.4154	8.21278	1	1	1	False	0	0	60.10488	False	False	0
6780	173	(-1.6, 1.0, 0.0)	(-6.8, 1.0, 0.0)	5.183681	0.01797884	(-0.1, -0.8, 0.0, 0.6)	-6.823547	-106.8087	9.180542	(-0.1, -0.8, 0.0, 0.6)	353.1765	253.1913	9.180542	1	1	1	False	0	0	58.68154	False	False	0
6840	174	(-1.6, 1.0, 0.0)	(-6.9, 1.0, 0.0)	5.269215	0.02097715	(-0.1, -1.0, 0.0, 0.1)	-1.123505	-168.6901	11.30993	(-0.1, -1.0, 0.0, 0.1)	358.8765	191.3099	11.30993	1	1	1	False	0	0	60.07716	False	False	0
6880	175	(-1.6, 1.0, 0.0)	(-7.3, 1.0, 0.0)	5.650216	0.02138179	(0.0, -0.8, -0.1, -0.6)	-9.11496	105.7086	6.911227	(0.0, -0.8, -0.1, -0.6)	350.885	105.7086	6.911227	1	1	1	False	0	0	34.69743	False	False	0
6914	176	(-1.6, 1.0, 0.0)	(-7.7, 1.0, 0.0)	6.084644	0.02149138	(0.0, -0.8, 0.0, -0.5)	0	115.9892	0	(0.0, -0.8, 0.0, -0.5)	0	115.9892	0	1	1	1	False	0	0	34.97303	False	False	0
6947	177	(-1.6, 1.0, 0.0)	(-8.8, 1.0, 0.0)	7.202873	0.02152962	(0.0, -0.9, 0.0, -0.5)	0	121.8908	0	(0.0, -0.9, 0.0, -0.5)	0	121.8908	0	1	1	1	False	0	0	32.53355	False	False	0
6976	178	(-1.6, 1.0, 0.0)	(-10.2, 1.0, 0.0)	8.564566	0.02154257	(0.0, -0.9, 0.0, -0.5)	0	121.8908	0	(0.0, -0.9, 0.0, -0.5)	0	121.8908	0	1	1	1	False	0	0	31.98575	False	False	0
7008	179	(-1.6, 1.0, 0.0)	(-10.5, 1.0, 0.0)	8.867021	0.02154825	(0.0, -0.8, 0.0, -0.5)	0	115.9892	0	(0.0, -0.8, 0.0, -0.5)	0	115.9892	0	1	1	1	False	0	0	33.82791	False	False	0
7041	180	(-1.6, 1.0, 0.0)	(-9.9, 1.0, 0.0)	8.328137	0.02155043	(0.0, -0.8, 0.0, -0.5)	0	115.9892	0	(0.0, -0.8, 0.0, -0.5)	0	115.9892	0	1	1	1	False	0	0	33.11911	False	False	0
7075	181	(-1.6, 1.0, 0.0)	(-10.7, 1.0, 0.5)	9.043712	0.4862871	(0.0, -0.8, 0.0, -0.5)	0	115.9892	0	(0.0, -0.8, 0.0, -0.5)	0	115.9892	0	1	1	1	False	0	0	35.04108	False	False	0
7110	182	(-1.6, 1.0, 0.0)	(-11.0, 1.0, 0.7)	9.377522	0.6902747	(0.0, -0.9, 0.0, -0.5)	0	121.8908	0	(0.0, -0.9, 0.0, -0.5)	0	121.8908	0	1	1	1	False	0	0	33.79596	False	False	0
7144	183	(-1.6, 1.0, 0.0)	(-11.1, 1.0, 0.7)	9.490604	0.7593784	(0.0, -0.8, -0.1, -0.6)	-9.11496	105.7086	6.911227	(0.0, -0.8, -0.1, -0.6)	350.885	105.7086	6.911227	1	1	1	False	0	0	34.24915	False	False	0
7176	184	(-1.6, 1.0, 0.0)	(-11.1, 1.0, 0.8)	9.529364	0.7830626	(0.0, -0.7, -0.1, -0.7)	-8.129669	89.41537	8.21278	(0.0, -0.7, -0.1, -0.7)	351.8703	89.41537	8.21278	1	1	1	False	0	0	33.01176	False	False	0
7210	185	(-1.6, 1.0, 0.0)	(-9.3, 1.0, 0.3)	7.701903	0.3471257	(0.0, -0.8, 0.0, -0.7)	0	97.62814	0	(0.0, -0.8, 0.0, -0.7)	0	97.62814	0	1	1	1	False	0	0	34.18981	False	False	0
7243	186	(-1.6, 1.0, 0.0)	(-8.5, 1.0, 0.1)	6.83948	0.140708	(0.1, -0.6, 0.2, -0.8)	4.369627	72.77656	-24.85156	(0.1, -0.6, 0.2, -0.8)	4.369627	72.77656	335.1484	1	1	1	False	0	0	33.17211	False	False	0
7276	187	(-1.6, 1.0, 0.0)	(-8.1, 1.0, 0.0)	6.523842	0.0651615	(-0.1, -0.7, 0.0, -0.7)	8.129684	90.58463	8.21278	(-0.1, -0.7, 0.0, -0.7)	8.129684	90.58463	8.21278	1	1	1	False	0	0	33.91854	False	False	0
7313	188	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.400673	0.03568157	(-0.2, -0.6, 0.1, -0.8)	24.77447	74.79758	4.81355	(-0.2, -0.6, 0.1, -0.8)	24.77447	74.79758	4.81355	1	1	1	False	0	0	38.71281	False	False	0
7359	189	(-1.6, 1.0, 0.0)	(-8.0, 1.0, 0.0)	6.356182	0.02503216	(-0.1, 0.0, 0.0, -1.0)	11.42119	0	0	(-0.1, 0.0, 0.0, -1.0)	11.42119	0	0	1	1	1	False	0	0	60.53111	False	False	0
