"frame"	"timestamp"	"original_position"	"position"	"delta_x"	"delta_z"	"left_rotation"	"right_rotation"	"base_oapcity"	"left_opacity"	"right_opacity"	"auto_tick"	"auto_duration"	"auto_spacing"	"framerate"	"A_button"	"B_button"	"right_trigger"
0	24-07-2014 12-30-23-602	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	226.5318	False	False	0
1	24-07-2014 12-30-23-631	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.0004836321	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	144.9572	False	False	0
2	24-07-2014 12-30-23-676	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.0009527206	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	93.87831	False	False	0
3	24-07-2014 12-30-23-704	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.001407743	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	80.39326	False	False	0
4	24-07-2014 12-30-23-750	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.001849055	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	63.38351	False	False	0
5	24-07-2014 12-30-23-779	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.002277136	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	58.32709	False	False	0
6	24-07-2014 12-30-23-824	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.002692342	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	50.31817	False	False	0
7	24-07-2014 12-30-23-856	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.00309515	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	47.39918	False	False	0
8	24-07-2014 12-30-23-888	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.003485918	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	44.96724	False	False	0
9	24-07-2014 12-30-23-933	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.003864884	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	40.85669	False	False	0
10	24-07-2014 12-30-23-962	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.004232526	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	40.11161	False	False	0
11	24-07-2014 12-30-24-005	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.004589081	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	37.44392	False	False	0
12	24-07-2014 12-30-24-041	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.004935026	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	36.16027	False	False	0
13	24-07-2014 12-30-24-082	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.0052706	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	34.47784	False	False	0
14	24-07-2014 12-30-24-111	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.005596042	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	34.5195	False	False	0
15	24-07-2014 12-30-24-156	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.005911708	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	32.68789	False	False	0
16	24-07-2014 12-30-24-192	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.006217957	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	32.09827	False	False	0
17	24-07-2014 12-30-24-233	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.006515026	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	31.12894	False	False	0
18	24-07-2014 12-30-24-263	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.006803155	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	31.37016	False	False	0
19	24-07-2014 12-30-24-306	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.007082582	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	30.24775	False	False	0
20	24-07-2014 12-30-24-338	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.007353663	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	30.36765	False	False	0
21	24-07-2014 12-30-24-375	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.007616639	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	30.05396	False	False	0
22	24-07-2014 12-30-24-407	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.007871747	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	30.15786	False	False	0
23	24-07-2014 12-30-24-451	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.008119226	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	29.1984	False	False	0
24	24-07-2014 12-30-24-485	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.008359194	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	29.2187	False	False	0
25	24-07-2014 12-30-24-517	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.00859201	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	29.38006	False	False	0
26	24-07-2014 12-30-24-551	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.008817792	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	29.39844	False	False	0
27	24-07-2014 12-30-24-582	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.009036779	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	29.62742	False	False	0
28	24-07-2014 12-30-24-628	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.00924921	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.65071	False	False	0
29	24-07-2014 12-30-24-656	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.009455323	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	29.17612	False	False	0
30	24-07-2014 12-30-24-702	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.009655237	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.20722	False	False	0
31	24-07-2014 12-30-24-735	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.009849191	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.41063	False	False	0
32	24-07-2014 12-30-24-780	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.0100373	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.65673	False	False	0
33	24-07-2014 12-30-24-813	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01021981	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.92582	False	False	0
34	24-07-2014 12-30-24-846	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01039684	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.15312	False	False	0
35	24-07-2014 12-30-24-878	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.0105685	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.39594	False	False	0
36	24-07-2014 12-30-24-911	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01073503	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.54712	False	False	0
37	24-07-2014 12-30-24-958	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01089656	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.66204	False	False	0
38	24-07-2014 12-30-24-986	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.0110532	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.24956	False	False	0
39	24-07-2014 12-30-25-031	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.0112052	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.51304	False	False	0
40	24-07-2014 12-30-25-064	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01135266	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.75569	False	False	0
41	24-07-2014 12-30-25-108	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01149571	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.15405	False	False	0
42	24-07-2014 12-30-25-137	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01163447	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.75513	False	False	0
43	24-07-2014 12-30-25-184	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01176906	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	26.94014	False	False	0
44	24-07-2014 12-30-25-216	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01189959	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.32564	False	False	0
45	24-07-2014 12-30-25-260	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01202619	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	26.80146	False	False	0
46	24-07-2014 12-30-25-293	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01214898	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.11247	False	False	0
47	24-07-2014 12-30-25-326	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01226807	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.39523	False	False	0
48	24-07-2014 12-30-25-358	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01238358	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.73376	False	False	0
49	24-07-2014 12-30-25-390	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01249564	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.03918	False	False	0
50	24-07-2014 12-30-25-435	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01260436	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.28416	False	False	0
51	24-07-2014 12-30-25-464	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01270986	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.90211	False	False	0
52	24-07-2014 12-30-25-510	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01281214	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.14553	False	False	0
53	24-07-2014 12-30-25-542	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01291132	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.46503	False	False	0
54	24-07-2014 12-30-25-589	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01300752	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	26.73298	False	False	0
55	24-07-2014 12-30-25-617	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01310086	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.36493	False	False	0
56	24-07-2014 12-30-25-662	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01319146	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	26.77624	False	False	0
57	24-07-2014 12-30-25-693	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01327932	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.25911	False	False	0
58	24-07-2014 12-30-25-736	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01336455	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	26.79168	False	False	0
59	24-07-2014 12-30-25-767	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01344717	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.22045	False	False	0
60	24-07-2014 12-30-25-801	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01352727	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.45219	False	False	0
61	24-07-2014 12-30-25-833	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.013605	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.7895	False	False	0
62	24-07-2014 12-30-25-865	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01368046	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.11347	False	False	0
63	24-07-2014 12-30-25-911	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01375365	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.33064	False	False	0
64	24-07-2014 12-30-25-939	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01382458	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.93285	False	False	0
65	24-07-2014 12-30-25-983	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01389337	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.3481	False	False	0
66	24-07-2014 12-30-26-014	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01396012	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.72205	False	False	0
67	24-07-2014 12-30-26-048	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01402485	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.93443	False	False	0
68	24-07-2014 12-30-26-081	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01408768	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.15952	False	False	0
69	24-07-2014 12-30-26-125	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01414859	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.49002	False	False	0
70	24-07-2014 12-30-26-157	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01420772	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.78258	False	False	0
71	24-07-2014 12-30-26-191	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01426506	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.95951	False	False	0
72	24-07-2014 12-30-26-224	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01432073	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.151	False	False	0
73	24-07-2014 12-30-26-257	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01437473	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.374	False	False	0
74	24-07-2014 12-30-26-290	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01442707	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.56186	False	False	0
75	24-07-2014 12-30-26-322	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01447785	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.81117	False	False	0
76	24-07-2014 12-30-26-354	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01452708	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	29.01441	False	False	0
77	24-07-2014 12-30-26-398	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01457489	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.26154	False	False	0
78	24-07-2014 12-30-26-426	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01462126	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.82504	False	False	0
79	24-07-2014 12-30-26-471	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.0146662	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.0255	False	False	0
80	24-07-2014 12-30-26-502	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01470983	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.37048	False	False	0
81	24-07-2014 12-30-26-547	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01475215	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.64952	False	False	0
82	24-07-2014 12-30-26-576	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01479316	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.18101	False	False	0
83	24-07-2014 12-30-26-624	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01483297	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.24525	False	False	0
84	24-07-2014 12-30-26-656	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.0148716	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.60587	False	False	0
85	24-07-2014 12-30-26-701	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01490903	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	26.91507	False	False	0
86	24-07-2014 12-30-26-730	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01494539	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.51984	False	False	0
87	24-07-2014 12-30-26-776	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01498055	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	26.83566	False	False	0
88	24-07-2014 12-30-26-808	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01501477	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.17136	False	False	0
89	24-07-2014 12-30-26-850	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01504791	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	26.82699	False	False	0
90	24-07-2014 12-30-26-878	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01508009	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.48123	False	False	0
91	24-07-2014 12-30-26-922	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01511133	0	(0.0, 0.7, 0.0, 0.7)	(0.0, 0.7, 0.0, 0.7)	1	1	1	False	0	0	26.98532	False	False	0
92	24-07-2014 12-30-26-954	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01514161	0	(0.0, 0.7, 0.0, 0.7)	(0.0, 0.7, 0.0, 0.7)	1	1	1	False	0	0	27.29039	False	False	0
93	24-07-2014 12-30-26-998	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01517093	0	(0.0, 0.7, 0.0, 0.7)	(0.0, 0.7, 0.0, 0.7)	1	1	1	False	0	0	26.76529	False	False	0
94	24-07-2014 12-30-27-030	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01519942	0	(0.0, 0.7, 0.0, 0.7)	(0.0, 0.7, 0.0, 0.7)	1	1	1	False	0	0	27.17073	False	False	0
95	24-07-2014 12-30-27-063	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01522696	0	(0.0, 0.7, 0.0, 0.7)	(0.0, 0.7, 0.0, 0.7)	1	1	1	False	0	0	27.46362	False	False	0
96	24-07-2014 12-30-27-102	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01525378	0	(0.0, 0.7, 0.0, 0.7)	(0.0, 0.7, 0.0, 0.7)	1	1	1	False	0	0	27.24959	False	False	0
97	24-07-2014 12-30-27-143	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01527977	0	(0.0, 0.7, 0.0, 0.7)	(0.0, 0.7, 0.0, 0.7)	1	1	1	False	0	0	26.94179	False	False	0
98	24-07-2014 12-30-27-175	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01530492	0	(0.0, 0.7, 0.0, 0.7)	(0.0, 0.7, 0.0, 0.7)	1	1	1	False	0	0	27.30891	False	False	0
99	24-07-2014 12-30-27-207	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01532936	0	(0.0, 0.7, 0.0, 0.7)	(0.0, 0.7, 0.0, 0.7)	1	1	1	False	0	0	27.64824	False	False	0
100	24-07-2014 12-30-27-240	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01535308	0	(0.0, 0.7, 0.0, 0.7)	(0.0, 0.7, 0.0, 0.7)	1	1	1	False	0	0	27.89557	False	False	0
101	24-07-2014 12-30-27-273	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01537609	0	(0.0, 0.7, 0.0, 0.7)	(0.0, 0.7, 0.0, 0.7)	1	1	1	False	0	0	28.11067	False	False	0
102	24-07-2014 12-30-27-307	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01539838	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.23072	False	False	0
103	24-07-2014 12-30-27-341	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01541996	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.38137	False	False	0
104	24-07-2014 12-30-27-374	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01544094	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.51375	False	False	0
105	24-07-2014 12-30-27-421	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01546133	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.63027	False	False	0
106	24-07-2014 12-30-27-450	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01548111	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	28.19654	False	False	0
107	24-07-2014 12-30-27-495	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01550031	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.42634	False	False	0
108	24-07-2014 12-30-27-527	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.0155189	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.74725	False	False	0
109	24-07-2014 12-30-27-574	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.0155369	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	26.98038	False	False	0
110	24-07-2014 12-30-27-603	(-1.6, 1.0, 0.0)	(-1.6, 1.0, 0.0)	0.01555443	0	(0.0, 0.7, 0.0, 0.8)	(0.0, 0.7, 0.0, 0.8)	1	1	1	False	0	0	27.53275	False	False	0
