"frame"	"timestamp"	"original_position"	"position"	"delta_x"	"delta_z"	"left_rotation"	"right_rotation"	"base_oapcity"	"left_opacity"	"right_opacity"	"auto_tick"	"auto_duration"	"auto_spacing"	"framerate"	"A_button"	"B_button"	"right_trigger"
5482	24-07-2014 12-32-48-869	(-1.6, 1.0, 0.0)	(9.3, 1.0, -0.1)	10.94719	0.1219139	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	24.99237	False	False	0
5483	24-07-2014 12-32-48-906	(-1.6, 1.0, 0.0)	(9.3, 1.0, -0.1)	10.93736	0.1195496	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.16117	False	False	0
5484	24-07-2014 12-32-48-961	(-1.6, 1.0, 0.0)	(9.3, 1.0, -0.1)	10.92783	0.1172562	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	24.22553	False	False	0
5485	24-07-2014 12-32-49-001	(-1.6, 1.0, 0.0)	(9.3, 1.0, -0.1)	10.91858	0.1150317	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	24.29866	False	False	0
5486	24-07-2014 12-32-49-057	(-1.6, 1.0, 0.0)	(9.3, 1.0, -0.1)	10.90961	0.1128738	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	23.46604	False	False	0
5487	24-07-2014 12-32-49-109	(-1.6, 1.0, 0.0)	(9.3, 1.0, -0.1)	10.90091	0.1107807	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	22.9608	False	False	0
5488	24-07-2014 12-32-49-166	(-1.6, 1.0, 0.0)	(9.3, 1.0, -0.1)	10.89247	0.1087504	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	22.24319	False	False	0
5489	24-07-2014 12-32-49-199	(-1.6, 1.0, 0.0)	(9.3, 1.0, -0.1)	10.88428	0.106781	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	22.87137	False	False	0
5490	24-07-2014 12-32-49-241	(-1.6, 1.0, 0.0)	(9.3, 1.0, -0.1)	10.87634	0.1048706	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	22.92722	False	False	0
5491	24-07-2014 12-32-49-270	(-1.6, 1.0, 0.0)	(9.3, 1.0, -0.1)	10.86864	0.1030176	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	23.7275	False	False	0
5492	24-07-2014 12-32-49-312	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.86117	0.1012202	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	23.78403	False	False	0
5493	24-07-2014 12-32-49-345	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.85392	0.0994767	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	24.29404	False	False	0
5494	24-07-2014 12-32-49-378	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.84689	0.0977855	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	24.79255	False	False	0
5495	24-07-2014 12-32-49-412	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.84007	0.09614504	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.14932	False	False	0
5496	24-07-2014 12-32-49-445	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.83345	0.09455379	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.63305	False	False	0
5497	24-07-2014 12-32-49-486	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.82704	0.09301028	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.44059	False	False	0
5498	24-07-2014 12-32-49-516	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.82081	0.09151308	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.11273	False	False	0
5499	24-07-2014 12-32-49-558	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.81478	0.09006079	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.85077	False	False	0
5500	24-07-2014 12-32-49-591	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.80892	0.08865207	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.20327	False	False	0
5501	24-07-2014 12-32-49-624	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.80324	0.08728562	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.61868	False	False	0
5502	24-07-2014 12-32-49-665	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.79773	0.08596015	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.33894	False	False	0
5503	24-07-2014 12-32-49-694	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.79238	0.08467445	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.97005	False	False	0
5504	24-07-2014 12-32-49-738	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.7872	0.08342732	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.47332	False	False	0
5505	24-07-2014 12-32-49-768	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.78217	0.0822176	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	27.01192	False	False	0
5506	24-07-2014 12-32-49-812	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.77729	0.08104418	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.57641	False	False	0
5507	24-07-2014 12-32-49-856	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.77256	0.07990596	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.07415	False	False	0
5508	24-07-2014 12-32-49-886	(-1.6, 1.0, 0.0)	(9.2, 1.0, -0.1)	10.76797	0.07880189	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.65333	False	False	0
5509	24-07-2014 12-32-49-930	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.76352	0.07773094	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.21741	False	False	0
5510	24-07-2014 12-32-49-977	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.7592	0.07669211	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.66202	False	False	0
5511	24-07-2014 12-32-50-007	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.75501	0.07568445	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.24144	False	False	0
5512	24-07-2014 12-32-50-048	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.75095	0.07470702	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.02994	False	False	0
5513	24-07-2014 12-32-50-091	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.74701	0.07375892	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.72106	False	False	0
5514	24-07-2014 12-32-50-121	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.74318	0.07283925	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.33501	False	False	0
5515	24-07-2014 12-32-50-163	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.73948	0.07194718	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.0589	False	False	0
5516	24-07-2014 12-32-50-206	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.73588	0.07108187	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.74755	False	False	0
5517	24-07-2014 12-32-50-236	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.73239	0.07024252	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.3603	False	False	0
5518	24-07-2014 12-32-50-278	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.729	0.06942835	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.03428	False	False	0
5519	24-07-2014 12-32-50-337	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.72572	0.0686386	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	24.72564	False	False	0
5520	24-07-2014 12-32-50-378	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.72254	0.06787255	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	24.71727	False	False	0
5521	24-07-2014 12-32-50-407	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.71945	0.06712948	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.41135	False	False	0
5522	24-07-2014 12-32-50-450	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.71645	0.0664087	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.17307	False	False	0
5523	24-07-2014 12-32-50-480	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.71354	0.06570955	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.84069	False	False	0
5524	24-07-2014 12-32-50-523	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.71072	0.06503136	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.56136	False	False	0
5525	24-07-2014 12-32-50-555	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.70799	0.06437353	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.01464	False	False	0
5526	24-07-2014 12-32-50-588	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.70534	0.06373543	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.41705	False	False	0
5527	24-07-2014 12-32-50-632	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.70276	0.06311647	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.97765	False	False	0
5528	24-07-2014 12-32-50-663	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.70027	0.06251608	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.4812	False	False	0
5529	24-07-2014 12-32-50-705	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.69785	0.0619337	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.20039	False	False	0
5530	24-07-2014 12-32-50-738	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.6955	0.0613688	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.53249	False	False	0
5531	24-07-2014 12-32-50-770	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.69322	0.06082084	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.91796	False	False	0
5532	24-07-2014 12-32-50-814	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.69101	0.06028932	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.47993	False	False	0
5533	24-07-2014 12-32-50-845	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.68887	0.05977374	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.94614	False	False	0
5534	24-07-2014 12-32-50-886	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.68679	0.05927364	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.62922	False	False	0
5535	24-07-2014 12-32-50-928	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.68477	0.05878853	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.3455	False	False	0
5536	24-07-2014 12-32-50-957	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.68282	0.05831798	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.97322	False	False	0
5537	24-07-2014 12-32-51-004	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.68092	0.05786154	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.31599	False	False	0
5538	24-07-2014 12-32-51-033	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.67908	0.0574188	(0.0, -0.7, 0.0, 0.7)	(0.0, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.93031	False	False	0
5539	24-07-2014 12-32-51-077	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.67729	0.05698934	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.44437	False	False	0
5540	24-07-2014 12-32-51-122	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.67556	0.05657277	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.91059	False	False	0
5541	24-07-2014 12-32-51-152	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.67388	0.05616868	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.52995	False	False	0
5542	24-07-2014 12-32-51-195	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.67225	0.05577673	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.14716	False	False	0
5543	24-07-2014 12-32-51-239	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.67067	0.05539653	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.80527	False	False	0
5544	24-07-2014 12-32-51-268	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.66914	0.05502775	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.40452	False	False	0
5545	24-07-2014 12-32-51-310	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.66765	0.05467002	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.12183	False	False	0
5546	24-07-2014 12-32-51-355	(-1.6, 1.0, 0.0)	(9.1, 1.0, -0.1)	10.66621	0.05432303	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.6854	False	False	0
5547	24-07-2014 12-32-51-395	(-1.6, 1.0, 0.0)	(9.0, 1.0, -0.1)	10.63313	0.05333988	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.63647	False	False	0
5548	24-07-2014 12-32-51-424	(-1.6, 1.0, 0.0)	(9.0, 1.0, -0.1)	10.60104	0.05238624	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.28851	False	False	0
5549	24-07-2014 12-32-51-467	(-1.6, 1.0, 0.0)	(9.0, 1.0, -0.1)	10.56991	0.0514612	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.96214	False	False	0
5550	24-07-2014 12-32-51-496	(-1.6, 1.0, 0.0)	(8.9, 1.0, -0.1)	10.53972	0.05056392	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.61613	False	False	0
5551	24-07-2014 12-32-51-540	(-1.6, 1.0, 0.0)	(8.9, 1.0, -0.1)	10.51044	0.04969356	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.165	False	False	0
5552	24-07-2014 12-32-51-573	(-1.6, 1.0, 0.0)	(8.9, 1.0, -0.1)	10.48203	0.04884931	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.55708	False	False	0
5553	24-07-2014 12-32-51-615	(-1.6, 1.0, 0.0)	(8.8, 1.0, -0.1)	10.45448	0.04803038	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.20963	False	False	0
5554	24-07-2014 12-32-51-648	(-1.6, 1.0, 0.0)	(8.8, 1.0, -0.1)	10.42775	0.04723603	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.59008	False	False	0
5555	24-07-2014 12-32-51-681	(-1.6, 1.0, 0.0)	(8.8, 1.0, -0.1)	10.40182	0.04646549	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.9497	False	False	0
5556	24-07-2014 12-32-51-724	(-1.6, 1.0, 0.0)	(8.8, 1.0, -0.1)	10.37667	0.04571808	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.50723	False	False	0
5557	24-07-2014 12-32-51-754	(-1.6, 1.0, 0.0)	(8.7, 1.0, -0.1)	10.35228	0.0449931	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	27.07464	False	False	0
5558	24-07-2014 12-32-51-796	(-1.6, 1.0, 0.0)	(8.7, 1.0, -0.1)	10.32862	0.04428986	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.70602	False	False	0
5559	24-07-2014 12-32-51-839	(-1.6, 1.0, 0.0)	(8.7, 1.0, -0.1)	10.30566	0.04360771	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.29507	False	False	0
5560	24-07-2014 12-32-51-870	(-1.6, 1.0, 0.0)	(8.7, 1.0, -0.1)	10.2834	0.04294603	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.79123	False	False	0
5561	24-07-2014 12-32-51-911	(-1.6, 1.0, 0.0)	(8.6, 1.0, -0.1)	10.2618	0.0423042	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.51253	False	False	0
5562	24-07-2014 12-32-51-953	(-1.6, 1.0, 0.0)	(8.6, 1.0, -0.1)	10.24086	0.04168163	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.23149	False	False	0
5563	24-07-2014 12-32-51-983	(-1.6, 1.0, 0.0)	(8.6, 1.0, -0.1)	10.22054	0.04107773	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.8085	False	False	0
5564	24-07-2014 12-32-52-026	(-1.6, 1.0, 0.0)	(8.6, 1.0, -0.1)	10.20083	0.04049195	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.41957	False	False	0
5565	24-07-2014 12-32-52-062	(-1.6, 1.0, 0.0)	(8.6, 1.0, -0.1)	10.18171	0.03992375	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.5146	False	False	0
5566	24-07-2014 12-32-52-094	(-1.6, 1.0, 0.0)	(8.5, 1.0, -0.1)	10.16316	0.03937259	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.93638	False	False	0
5567	24-07-2014 12-32-52-138	(-1.6, 1.0, 0.0)	(8.5, 1.0, -0.1)	10.14517	0.03883797	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.48542	False	False	0
5568	24-07-2014 12-32-52-169	(-1.6, 1.0, 0.0)	(8.5, 1.0, -0.1)	10.12772	0.03831939	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.90174	False	False	0
5569	24-07-2014 12-32-52-210	(-1.6, 1.0, 0.0)	(8.5, 1.0, -0.1)	10.1108	0.03781636	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.64674	False	False	0
5570	24-07-2014 12-32-52-253	(-1.6, 1.0, 0.0)	(8.5, 1.0, -0.1)	10.09438	0.03732842	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.24491	False	False	0
5571	24-07-2014 12-32-52-282	(-1.6, 1.0, 0.0)	(8.5, 1.0, -0.1)	10.07845	0.03685512	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.89735	False	False	0
5572	24-07-2014 12-32-52-326	(-1.6, 1.0, 0.0)	(8.4, 1.0, -0.1)	10.06301	0.03639602	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.41973	False	False	0
5573	24-07-2014 12-32-52-363	(-1.6, 1.0, 0.0)	(8.4, 1.0, -0.1)	10.04802	0.03595069	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.49695	False	False	0
5574	24-07-2014 12-32-52-407	(-1.6, 1.0, 0.0)	(8.4, 1.0, -0.1)	10.00181	0.03551872	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	26.05504	False	False	0
5575	24-07-2014 12-32-52-449	(-1.6, 1.0, 0.0)	(8.3, 1.0, -0.1)	9.956978	0.03509971	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.80627	False	False	0
5576	24-07-2014 12-32-52-492	(-1.6, 1.0, 0.0)	(8.3, 1.0, -0.1)	9.913493	0.03469327	(-0.1, -0.7, -0.1, 0.7)	(-0.1, -0.7, -0.1, 0.7)	1	1	1	False	0	0	25.53186	False	False	0
5577	24-07-2014 12-32-52-519	(-1.6, 1.0, 0.0)	(8.3, 1.0, -0.1)	9.871313	0.03429903	(-0.1, -0.7, -0.1, 0.7)	(-0.1, -0.7, -0.1, 0.7)	1	1	1	False	0	0	26.38506	False	False	0
5578	24-07-2014 12-32-52-563	(-1.6, 1.0, 0.0)	(8.2, 1.0, -0.1)	9.830399	0.03391661	(-0.1, -0.7, -0.1, 0.7)	(-0.1, -0.7, -0.1, 0.7)	1	1	1	False	0	0	25.93027	False	False	0
5579	24-07-2014 12-32-52-591	(-1.6, 1.0, 0.0)	(8.2, 1.0, -0.1)	9.790711	0.03354567	(-0.1, -0.7, -0.1, 0.7)	(-0.1, -0.7, -0.1, 0.7)	1	1	1	False	0	0	26.66837	False	False	0
5580	24-07-2014 12-32-52-635	(-1.6, 1.0, 0.0)	(8.1, 1.0, -0.1)	9.752215	0.03318585	(-0.1, -0.7, -0.1, 0.7)	(-0.1, -0.7, -0.1, 0.7)	1	1	1	False	0	0	26.21424	False	False	0
5581	24-07-2014 12-32-52-680	(-1.6, 1.0, 0.0)	(8.1, 1.0, -0.1)	9.714874	0.03283682	(-0.1, -0.7, -0.1, 0.7)	(-0.1, -0.7, -0.1, 0.7)	1	1	1	False	0	0	25.77951	False	False	0
5582	24-07-2014 12-32-52-713	(-1.6, 1.0, 0.0)	(8.1, 1.0, -0.1)	9.678653	0.03249827	(-0.1, -0.7, -0.1, 0.7)	(-0.1, -0.7, -0.1, 0.7)	1	1	1	False	0	0	26.14555	False	False	0
5583	24-07-2014 12-32-52-757	(-1.6, 1.0, 0.0)	(8.0, 1.0, -0.1)	9.643518	0.03216988	(-0.1, -0.7, -0.1, 0.7)	(-0.1, -0.7, -0.1, 0.7)	1	1	1	False	0	0	25.78483	False	False	0
5584	24-07-2014 12-32-52-800	(-1.6, 1.0, 0.0)	(8.0, 1.0, -0.1)	9.609438	0.03185134	(-0.1, -0.7, -0.1, 0.7)	(-0.1, -0.7, -0.1, 0.7)	1	1	1	False	0	0	25.48961	False	False	0
5585	24-07-2014 12-32-52-834	(-1.6, 1.0, 0.0)	(8.0, 1.0, -0.1)	9.57638	0.03154235	(-0.1, -0.7, -0.1, 0.7)	(-0.1, -0.7, -0.1, 0.7)	1	1	1	False	0	0	25.82106	False	False	0
5586	24-07-2014 12-32-52-877	(-1.6, 1.0, 0.0)	(7.9, 1.0, -0.1)	9.544313	0.03124263	(-0.1, -0.7, -0.1, 0.7)	(-0.1, -0.7, -0.1, 0.7)	1	1	1	False	0	0	25.52824	False	False	0
5587	24-07-2014 12-32-52-919	(-1.6, 1.0, 0.0)	(7.9, 1.0, -0.1)	9.513208	0.0309519	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.33523	False	False	0
5588	24-07-2014 12-32-52-950	(-1.6, 1.0, 0.0)	(7.9, 1.0, -0.1)	9.483037	0.0306699	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.88961	False	False	0
5589	24-07-2014 12-32-52-992	(-1.6, 1.0, 0.0)	(7.8, 1.0, -0.1)	9.453771	0.03039636	(-0.1, -0.7, 0.0, 0.7)	(-0.1, -0.7, 0.0, 0.7)	1	1	1	False	0	0	25.65612	False	False	0
